Date,Resource_ID,Department,Service_Type,Region,Daily_Cost_USD,Avg_CPU_Utilization_Pct
2025-08-07,res-1020,Production,Database (RDS/SQL),us-east-1,204.07,12.24
2025-08-07,res-1021,Testing,Database (RDS/SQL),us-east-1,205.64,25.45
2025-08-07,res-1022,Production,Database (RDS/SQL),us-west-2,142.18,48.49
2025-08-07,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,125.42,37.03
2025-08-07,res-1024,Development,Storage (S3/Blob),us-west-2,38.15,0.0
2025-08-07,res-1025,Production,Storage (S3/Blob),us-east-1,19.23,0.0
2025-08-07,res-1026,Development,Networking,ap-south-1,48.59,0.0
2025-08-07,res-1027,Testing,Networking,eu-west-1,34.19,0.0
2025-08-07,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,136.68,77.62
2025-08-07,res-1029,Testing,Database (RDS/SQL),us-west-2,71.85,56.82
2025-08-07,res-1030,Production,Networking,us-west-2,51.28,0.0
2025-08-07,res-1031,Data Science,Networking,us-west-2,49.57,0.0
2025-08-07,res-1032,Development,Storage (S3/Blob),us-west-2,12.03,0.0
2025-08-07,res-1033,Development,Networking,us-west-2,50.26,0.0
2025-08-07,res-1034,Production,Database (RDS/SQL),us-west-2,262.53,24.46
2025-08-07,res-1035,Development,Networking,us-west-2,57.61,0.0
2025-08-07,res-1036,Development,Storage (S3/Blob),ap-south-1,6.75,0.0
2025-08-07,res-1037,Development,Database (RDS/SQL),ap-south-1,87.48,36.88
2025-08-07,res-1038,Testing,Networking,us-west-2,38.79,0.0
2025-08-07,res-1039,Testing,Networking,us-east-1,42.26,0.0
2025-08-07,res-1040,Development,Networking,us-east-1,10.85,0.0
2025-08-07,res-1041,Data Science,Compute (EC2/VMs),us-west-2,144.85,8.57
2025-08-07,res-1042,Testing,Compute (EC2/VMs),ap-south-1,38.6,6.12
2025-08-07,res-1043,Development,Compute (EC2/VMs),ap-south-1,93.69,79.58
2025-08-07,res-1044,Data Science,Networking,us-east-1,43.3,0.0
2025-08-07,res-1045,Production,Compute (EC2/VMs),eu-west-1,126.95,6.06
2025-08-07,res-1046,Production,Compute (EC2/VMs),us-east-1,90.46,41.77
2025-08-07,res-1047,Testing,Compute (EC2/VMs),ap-south-1,84.87,10.78
2025-08-07,res-1048,Production,Networking,ap-south-1,44.22,0.0
2025-08-07,res-1049,Data Science,Database (RDS/SQL),eu-west-1,175.81,48.26
2025-08-07,res-1050,Testing,Compute (EC2/VMs),ap-south-1,83.09,16.95
2025-08-08,res-1001,Testing,Networking,us-east-1,42.41,0.0
2025-08-08,res-1002,Testing,Database (RDS/SQL),ap-south-1,93.1,53.62
2025-08-08,res-1003,Production,Compute (EC2/VMs),eu-west-1,99.71,17.58
2025-08-08,res-1004,Development,Database (RDS/SQL),eu-west-1,290.58,35.92
2025-08-08,res-1005,Testing,Database (RDS/SQL),ap-south-1,287.98,3.41
2025-08-08,res-1006,Production,Networking,ap-south-1,50.89,0.0
2025-08-08,res-1007,Data Science,Database (RDS/SQL),us-west-2,294.74,35.09
2025-08-08,res-1008,Production,Storage (S3/Blob),ap-south-1,20.92,0.0
2025-08-08,res-1009,Data Science,Storage (S3/Blob),us-west-2,31.37,0.0
2025-08-08,res-1010,Development,Networking,ap-south-1,16.62,0.0
2025-08-08,res-1011,Production,Compute (EC2/VMs),ap-south-1,91.1,48.7
2025-08-08,res-1012,Development,Storage (S3/Blob),us-east-1,312.7,3.56
2025-08-08,res-1013,Data Science,Compute (EC2/VMs),us-east-1,131.3,12.94
2025-08-08,res-1014,Testing,Database (RDS/SQL),eu-west-1,72.68,23.13
2025-08-08,res-1015,Development,Networking,ap-south-1,53.74,0.0
2025-08-08,res-1016,Data Science,Networking,eu-west-1,16.45,0.0
2025-08-08,res-1017,Development,Storage (S3/Blob),eu-west-1,30.2,0.0
2025-08-08,res-1018,Development,Database (RDS/SQL),ap-south-1,75.29,41.16
2025-08-08,res-1019,Testing,Networking,ap-south-1,27.8,0.0
2025-08-08,res-1020,Production,Database (RDS/SQL),us-east-1,247.23,21.68
2025-08-08,res-1021,Testing,Database (RDS/SQL),us-east-1,209.8,21.78
2025-08-08,res-1022,Production,Database (RDS/SQL),us-west-2,228.42,53.68
2025-08-08,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,36.48,74.33
2025-08-08,res-1024,Development,Storage (S3/Blob),us-west-2,25.78,0.0
2025-08-08,res-1025,Production,Storage (S3/Blob),us-east-1,9.45,0.0
2025-08-08,res-1026,Development,Networking,ap-south-1,31.38,0.0
2025-08-08,res-1027,Testing,Networking,eu-west-1,18.04,0.0
2025-08-08,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,111.05,65.71
2025-08-08,res-1029,Testing,Database (RDS/SQL),us-west-2,76.45,35.31
2025-08-08,res-1030,Production,Networking,us-west-2,50.73,0.0
2025-08-08,res-1031,Data Science,Networking,us-west-2,56.81,0.0
2025-08-08,res-1032,Development,Storage (S3/Blob),us-west-2,22.97,0.0
2025-08-08,res-1033,Development,Networking,us-west-2,57.51,0.0
2025-08-08,res-1034,Production,Database (RDS/SQL),us-west-2,183.92,29.71
2025-08-08,res-1035,Development,Networking,us-west-2,52.41,0.0
2025-08-08,res-1036,Development,Storage (S3/Blob),ap-south-1,22.25,0.0
2025-08-08,res-1037,Development,Database (RDS/SQL),ap-south-1,167.98,34.52
2025-08-08,res-1038,Testing,Networking,us-west-2,52.34,0.0
2025-08-08,res-1039,Testing,Networking,us-east-1,51.6,0.0
2025-08-08,res-1040,Development,Networking,us-east-1,30.18,0.0
2025-08-08,res-1041,Data Science,Compute (EC2/VMs),us-west-2,63.33,44.35
2025-08-08,res-1042,Testing,Compute (EC2/VMs),ap-south-1,94.46,24.07
2025-08-08,res-1043,Development,Compute (EC2/VMs),ap-south-1,123.21,43.92
2025-08-08,res-1044,Data Science,Networking,us-east-1,26.7,0.0
2025-08-08,res-1045,Production,Compute (EC2/VMs),eu-west-1,33.89,24.11
2025-08-08,res-1046,Production,Compute (EC2/VMs),us-east-1,143.41,29.41
2025-08-08,res-1047,Testing,Compute (EC2/VMs),ap-south-1,41.95,41.85
2025-08-08,res-1048,Production,Networking,ap-south-1,25.35,0.0
2025-08-08,res-1049,Data Science,Database (RDS/SQL),eu-west-1,58.79,26.16
2025-08-08,res-1050,Testing,Compute (EC2/VMs),ap-south-1,90.73,49.14
2025-08-09,res-1001,Testing,Networking,us-east-1,27.83,0.0
2025-08-09,res-1002,Testing,Database (RDS/SQL),ap-south-1,161.83,58.28
2025-08-09,res-1003,Production,Compute (EC2/VMs),eu-west-1,69.06,25.66
2025-08-09,res-1004,Development,Database (RDS/SQL),eu-west-1,110.87,32.89
2025-08-09,res-1005,Testing,Database (RDS/SQL),ap-south-1,356.39,1.06
2025-08-09,res-1006,Production,Networking,ap-south-1,30.95,0.0
2025-08-09,res-1007,Data Science,Database (RDS/SQL),us-west-2,243.97,26.94
2025-08-09,res-1008,Production,Storage (S3/Blob),ap-south-1,24.73,0.0
2025-08-09,res-1009,Data Science,Storage (S3/Blob),us-west-2,12.17,0.0
2025-08-09,res-1010,Development,Networking,ap-south-1,47.1,0.0
2025-08-09,res-1011,Production,Compute (EC2/VMs),ap-south-1,26.8,73.2
2025-08-09,res-1012,Development,Storage (S3/Blob),us-east-1,381.16,2.06
2025-08-09,res-1013,Data Science,Compute (EC2/VMs),us-east-1,113.95,30.54
2025-08-09,res-1014,Testing,Database (RDS/SQL),eu-west-1,276.48,16.33
2025-08-09,res-1015,Development,Networking,ap-south-1,18.93,0.0
2025-08-09,res-1016,Data Science,Networking,eu-west-1,34.65,0.0
2025-08-09,res-1017,Development,Storage (S3/Blob),eu-west-1,7.87,0.0
2025-08-09,res-1018,Development,Database (RDS/SQL),ap-south-1,99.0,57.19
2025-08-09,res-1019,Testing,Networking,ap-south-1,58.82,0.0
2025-08-09,res-1020,Production,Database (RDS/SQL),us-east-1,144.06,56.16
2025-08-09,res-1021,Testing,Database (RDS/SQL),us-east-1,186.21,23.49
2025-08-09,res-1022,Production,Database (RDS/SQL),us-west-2,225.6,42.95
2025-08-09,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,148.59,26.2
2025-08-09,res-1024,Development,Storage (S3/Blob),us-west-2,28.52,0.0
2025-08-09,res-1025,Production,Storage (S3/Blob),us-east-1,6.82,0.0
2025-08-09,res-1026,Development,Networking,ap-south-1,15.68,0.0
2025-08-09,res-1027,Testing,Networking,eu-west-1,10.2,0.0
2025-08-09,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,149.93,69.18
2025-08-09,res-1029,Testing,Database (RDS/SQL),us-west-2,246.68,35.49
2025-08-09,res-1030,Production,Networking,us-west-2,25.0,0.0
2025-08-09,res-1031,Data Science,Networking,us-west-2,17.56,0.0
2025-08-09,res-1032,Development,Storage (S3/Blob),us-west-2,14.96,0.0
2025-08-09,res-1033,Development,Networking,us-west-2,28.8,0.0
2025-08-09,res-1034,Production,Database (RDS/SQL),us-west-2,239.08,36.98
2025-08-09,res-1035,Development,Networking,us-west-2,13.87,0.0
2025-08-09,res-1036,Development,Storage (S3/Blob),ap-south-1,5.63,0.0
2025-08-09,res-1037,Development,Database (RDS/SQL),ap-south-1,75.58,30.52
2025-08-09,res-1038,Testing,Networking,us-west-2,56.66,0.0
2025-08-09,res-1039,Testing,Networking,us-east-1,41.87,0.0
2025-08-09,res-1040,Development,Networking,us-east-1,50.09,0.0
2025-08-09,res-1041,Data Science,Compute (EC2/VMs),us-west-2,80.63,33.93
2025-08-09,res-1042,Testing,Compute (EC2/VMs),ap-south-1,34.09,75.07
2025-08-09,res-1043,Development,Compute (EC2/VMs),ap-south-1,121.81,18.45
2025-08-09,res-1044,Data Science,Networking,us-east-1,35.61,0.0
2025-08-09,res-1045,Production,Compute (EC2/VMs),eu-west-1,83.36,55.01
2025-08-09,res-1046,Production,Compute (EC2/VMs),us-east-1,143.0,51.38
2025-08-09,res-1047,Testing,Compute (EC2/VMs),ap-south-1,90.23,9.03
2025-08-09,res-1048,Production,Networking,ap-south-1,13.15,0.0
2025-08-09,res-1049,Data Science,Database (RDS/SQL),eu-west-1,96.84,11.62
2025-08-09,res-1050,Testing,Compute (EC2/VMs),ap-south-1,116.64,62.87
2025-08-10,res-1001,Testing,Networking,us-east-1,16.8,0.0
2025-08-10,res-1002,Testing,Database (RDS/SQL),ap-south-1,259.02,17.74
2025-08-10,res-1003,Production,Compute (EC2/VMs),eu-west-1,59.15,24.92
2025-08-10,res-1004,Development,Database (RDS/SQL),eu-west-1,143.08,22.73
2025-08-10,res-1005,Testing,Database (RDS/SQL),ap-south-1,397.99,1.17
2025-08-10,res-1006,Production,Networking,ap-south-1,17.11,0.0
2025-08-10,res-1007,Data Science,Database (RDS/SQL),us-west-2,63.21,41.29
2025-08-10,res-1008,Production,Storage (S3/Blob),ap-south-1,6.91,0.0
2025-08-10,res-1009,Data Science,Storage (S3/Blob),us-west-2,34.28,0.0
2025-08-10,res-1010,Development,Networking,ap-south-1,35.6,0.0
2025-08-10,res-1011,Production,Compute (EC2/VMs),ap-south-1,88.51,49.93
2025-08-10,res-1012,Development,Storage (S3/Blob),us-east-1,279.65,1.96
2025-08-10,res-1013,Data Science,Compute (EC2/VMs),us-east-1,97.15,21.81
2025-08-10,res-1014,Testing,Database (RDS/SQL),eu-west-1,79.08,58.51
2025-08-10,res-1015,Development,Networking,ap-south-1,11.1,0.0
2025-08-10,res-1016,Data Science,Networking,eu-west-1,50.13,0.0
2025-08-10,res-1017,Development,Storage (S3/Blob),eu-west-1,32.58,0.0
2025-08-10,res-1018,Development,Database (RDS/SQL),ap-south-1,124.3,16.78
2025-08-10,res-1019,Testing,Networking,ap-south-1,17.28,0.0
2025-08-10,res-1020,Production,Database (RDS/SQL),us-east-1,224.36,42.14
2025-08-10,res-1021,Testing,Database (RDS/SQL),us-east-1,245.69,56.87
2025-08-10,res-1022,Production,Database (RDS/SQL),us-west-2,222.98,17.79
2025-08-10,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,51.65,72.38
2025-08-10,res-1024,Development,Storage (S3/Blob),us-west-2,12.33,0.0
2025-08-10,res-1025,Production,Storage (S3/Blob),us-east-1,7.54,0.0
2025-08-10,res-1026,Development,Networking,ap-south-1,45.16,0.0
2025-08-10,res-1027,Testing,Networking,eu-west-1,30.13,0.0
2025-08-10,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,139.61,57.02
2025-08-10,res-1029,Testing,Database (RDS/SQL),us-west-2,72.6,57.39
2025-08-10,res-1030,Production,Networking,us-west-2,22.93,0.0
2025-08-10,res-1031,Data Science,Networking,us-west-2,26.86,0.0
2025-08-10,res-1032,Development,Storage (S3/Blob),us-west-2,19.08,0.0
2025-08-10,res-1033,Development,Networking,us-west-2,12.56,0.0
2025-08-10,res-1034,Production,Database (RDS/SQL),us-west-2,174.13,16.17
2025-08-10,res-1035,Development,Networking,us-west-2,30.05,0.0
2025-08-10,res-1036,Development,Storage (S3/Blob),ap-south-1,17.27,0.0
2025-08-10,res-1037,Development,Database (RDS/SQL),ap-south-1,243.21,50.16
2025-08-10,res-1038,Testing,Networking,us-west-2,17.67,0.0
2025-08-10,res-1039,Testing,Networking,us-east-1,28.33,0.0
2025-08-10,res-1040,Development,Networking,us-east-1,28.67,0.0
2025-08-10,res-1041,Data Science,Compute (EC2/VMs),us-west-2,39.68,68.88
2025-08-10,res-1042,Testing,Compute (EC2/VMs),ap-south-1,111.94,20.23
2025-08-10,res-1043,Development,Compute (EC2/VMs),ap-south-1,67.67,13.46
2025-08-10,res-1044,Data Science,Networking,us-east-1,41.41,0.0
2025-08-10,res-1045,Production,Compute (EC2/VMs),eu-west-1,35.78,83.87
2025-08-10,res-1046,Production,Compute (EC2/VMs),us-east-1,121.49,36.22
2025-08-10,res-1047,Testing,Compute (EC2/VMs),ap-south-1,95.21,77.91
2025-08-10,res-1048,Production,Networking,ap-south-1,37.7,0.0
2025-08-10,res-1049,Data Science,Database (RDS/SQL),eu-west-1,93.62,28.94
2025-08-10,res-1050,Testing,Compute (EC2/VMs),ap-south-1,129.61,56.54
2025-08-11,res-1001,Testing,Networking,us-east-1,42.54,0.0
2025-08-11,res-1002,Testing,Database (RDS/SQL),ap-south-1,266.71,54.7
2025-08-11,res-1003,Production,Compute (EC2/VMs),eu-west-1,139.57,12.59
2025-08-11,res-1004,Development,Database (RDS/SQL),eu-west-1,186.03,47.03
2025-08-11,res-1005,Testing,Database (RDS/SQL),ap-south-1,275.02,3.39
2025-08-11,res-1006,Production,Networking,ap-south-1,46.01,0.0
2025-08-11,res-1007,Data Science,Database (RDS/SQL),us-west-2,71.53,33.19
2025-08-11,res-1008,Production,Storage (S3/Blob),ap-south-1,11.09,0.0
2025-08-11,res-1009,Data Science,Storage (S3/Blob),us-west-2,16.81,0.0
2025-08-11,res-1010,Development,Networking,ap-south-1,10.9,0.0
2025-08-11,res-1011,Production,Compute (EC2/VMs),ap-south-1,72.04,48.99
2025-08-11,res-1012,Development,Storage (S3/Blob),us-east-1,349.52,3.51
2025-08-11,res-1013,Data Science,Compute (EC2/VMs),us-east-1,48.01,14.64
2025-08-11,res-1014,Testing,Database (RDS/SQL),eu-west-1,262.88,17.83
2025-08-11,res-1015,Development,Networking,ap-south-1,58.74,0.0
2025-08-11,res-1016,Data Science,Networking,eu-west-1,52.13,0.0
2025-08-11,res-1017,Development,Storage (S3/Blob),eu-west-1,22.53,0.0
2025-08-11,res-1018,Development,Database (RDS/SQL),ap-south-1,295.36,14.87
2025-08-11,res-1019,Testing,Networking,ap-south-1,25.15,0.0
2025-08-11,res-1020,Production,Database (RDS/SQL),us-east-1,209.56,27.5
2025-08-11,res-1021,Testing,Database (RDS/SQL),us-east-1,282.09,13.28
2025-08-11,res-1022,Production,Database (RDS/SQL),us-west-2,187.35,39.54
2025-08-11,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,104.85,25.45
2025-08-11,res-1024,Development,Storage (S3/Blob),us-west-2,17.76,0.0
2025-08-11,res-1025,Production,Storage (S3/Blob),us-east-1,34.53,0.0
2025-08-11,res-1026,Development,Networking,ap-south-1,19.75,0.0
2025-08-11,res-1027,Testing,Networking,eu-west-1,51.34,0.0
2025-08-11,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,93.15,65.98
2025-08-11,res-1029,Testing,Database (RDS/SQL),us-west-2,228.4,20.38
2025-08-11,res-1030,Production,Networking,us-west-2,38.44,0.0
2025-08-11,res-1031,Data Science,Networking,us-west-2,53.39,0.0
2025-08-11,res-1032,Development,Storage (S3/Blob),us-west-2,20.12,0.0
2025-08-11,res-1033,Development,Networking,us-west-2,58.33,0.0
2025-08-11,res-1034,Production,Database (RDS/SQL),us-west-2,163.05,17.14
2025-08-11,res-1035,Development,Networking,us-west-2,29.47,0.0
2025-08-11,res-1036,Development,Storage (S3/Blob),ap-south-1,38.31,0.0
2025-08-11,res-1037,Development,Database (RDS/SQL),ap-south-1,129.93,53.4
2025-08-11,res-1038,Testing,Networking,us-west-2,54.06,0.0
2025-08-11,res-1039,Testing,Networking,us-east-1,27.51,0.0
2025-08-11,res-1040,Development,Networking,us-east-1,14.16,0.0
2025-08-11,res-1041,Data Science,Compute (EC2/VMs),us-west-2,114.19,29.92
2025-08-11,res-1042,Testing,Compute (EC2/VMs),ap-south-1,121.78,40.41
2025-08-11,res-1043,Development,Compute (EC2/VMs),ap-south-1,83.08,67.23
2025-08-11,res-1044,Data Science,Networking,us-east-1,29.12,0.0
2025-08-11,res-1045,Production,Compute (EC2/VMs),eu-west-1,77.61,35.1
2025-08-11,res-1046,Production,Compute (EC2/VMs),us-east-1,67.75,47.08
2025-08-11,res-1047,Testing,Compute (EC2/VMs),ap-south-1,125.14,33.94
2025-08-11,res-1048,Production,Networking,ap-south-1,36.21,0.0
2025-08-11,res-1049,Data Science,Database (RDS/SQL),eu-west-1,217.68,23.47
2025-08-11,res-1050,Testing,Compute (EC2/VMs),ap-south-1,56.08,79.67
2025-08-12,res-1001,Testing,Networking,us-east-1,46.18,0.0
2025-08-12,res-1002,Testing,Database (RDS/SQL),ap-south-1,194.3,42.39
2025-08-12,res-1003,Production,Compute (EC2/VMs),eu-west-1,23.81,54.45
2025-08-12,res-1004,Development,Database (RDS/SQL),eu-west-1,177.38,37.29
2025-08-12,res-1005,Testing,Database (RDS/SQL),ap-south-1,279.0,3.85
2025-08-12,res-1006,Production,Networking,ap-south-1,30.43,0.0
2025-08-12,res-1007,Data Science,Database (RDS/SQL),us-west-2,166.67,12.64
2025-08-12,res-1008,Production,Storage (S3/Blob),ap-south-1,6.31,0.0
2025-08-12,res-1009,Data Science,Storage (S3/Blob),us-west-2,30.1,0.0
2025-08-12,res-1010,Development,Networking,ap-south-1,36.9,0.0
2025-08-12,res-1011,Production,Compute (EC2/VMs),ap-south-1,86.13,24.45
2025-08-12,res-1012,Development,Storage (S3/Blob),us-east-1,275.24,1.57
2025-08-12,res-1013,Data Science,Compute (EC2/VMs),us-east-1,79.89,27.9
2025-08-12,res-1014,Testing,Database (RDS/SQL),eu-west-1,111.87,42.26
2025-08-12,res-1015,Development,Networking,ap-south-1,42.55,0.0
2025-08-12,res-1016,Data Science,Networking,eu-west-1,51.23,0.0
2025-08-12,res-1017,Development,Storage (S3/Blob),eu-west-1,19.62,0.0
2025-08-12,res-1018,Development,Database (RDS/SQL),ap-south-1,68.27,23.68
2025-08-12,res-1019,Testing,Networking,ap-south-1,59.0,0.0
2025-08-12,res-1020,Production,Database (RDS/SQL),us-east-1,199.06,45.49
2025-08-12,res-1021,Testing,Database (RDS/SQL),us-east-1,51.84,35.91
2025-08-12,res-1022,Production,Database (RDS/SQL),us-west-2,59.38,38.46
2025-08-12,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,139.7,82.47
2025-08-12,res-1024,Development,Storage (S3/Blob),us-west-2,23.92,0.0
2025-08-12,res-1025,Production,Storage (S3/Blob),us-east-1,21.04,0.0
2025-08-12,res-1026,Development,Networking,ap-south-1,57.25,0.0
2025-08-12,res-1027,Testing,Networking,eu-west-1,43.68,0.0
2025-08-12,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,28.44,42.26
2025-08-12,res-1029,Testing,Database (RDS/SQL),us-west-2,110.06,33.49
2025-08-12,res-1030,Production,Networking,us-west-2,32.77,0.0
2025-08-12,res-1031,Data Science,Networking,us-west-2,39.11,0.0
2025-08-12,res-1032,Development,Storage (S3/Blob),us-west-2,17.49,0.0
2025-08-12,res-1033,Development,Networking,us-west-2,18.21,0.0
2025-08-12,res-1034,Production,Database (RDS/SQL),us-west-2,175.93,51.51
2025-08-12,res-1035,Development,Networking,us-west-2,43.2,0.0
2025-08-12,res-1036,Development,Storage (S3/Blob),ap-south-1,16.84,0.0
2025-08-12,res-1037,Development,Database (RDS/SQL),ap-south-1,283.88,55.61
2025-08-12,res-1038,Testing,Networking,us-west-2,20.47,0.0
2025-08-12,res-1039,Testing,Networking,us-east-1,11.97,0.0
2025-08-12,res-1040,Development,Networking,us-east-1,47.07,0.0
2025-08-12,res-1041,Data Science,Compute (EC2/VMs),us-west-2,127.59,82.43
2025-08-12,res-1042,Testing,Compute (EC2/VMs),ap-south-1,135.68,53.04
2025-08-12,res-1043,Development,Compute (EC2/VMs),ap-south-1,88.91,7.23
2025-08-12,res-1044,Data Science,Networking,us-east-1,22.33,0.0
2025-08-12,res-1045,Production,Compute (EC2/VMs),eu-west-1,79.75,55.28
2025-08-12,res-1046,Production,Compute (EC2/VMs),us-east-1,92.44,64.41
2025-08-12,res-1047,Testing,Compute (EC2/VMs),ap-south-1,56.37,50.2
2025-08-12,res-1048,Production,Networking,ap-south-1,14.41,0.0
2025-08-12,res-1049,Data Science,Database (RDS/SQL),eu-west-1,153.42,47.51
2025-08-12,res-1050,Testing,Compute (EC2/VMs),ap-south-1,110.14,84.25
2025-08-13,res-1001,Testing,Networking,us-east-1,23.89,0.0
2025-08-13,res-1002,Testing,Database (RDS/SQL),ap-south-1,174.55,26.48
2025-08-13,res-1003,Production,Compute (EC2/VMs),eu-west-1,77.28,73.56
2025-08-13,res-1004,Development,Database (RDS/SQL),eu-west-1,221.05,54.12
2025-08-13,res-1005,Testing,Database (RDS/SQL),ap-south-1,258.96,3.67
2025-08-13,res-1006,Production,Networking,ap-south-1,26.45,0.0
2025-08-13,res-1007,Data Science,Database (RDS/SQL),us-west-2,128.65,35.6
2025-08-13,res-1008,Production,Storage (S3/Blob),ap-south-1,37.92,0.0
2025-08-13,res-1009,Data Science,Storage (S3/Blob),us-west-2,6.67,0.0
2025-08-13,res-1010,Development,Networking,ap-south-1,27.61,0.0
2025-08-13,res-1011,Production,Compute (EC2/VMs),ap-south-1,131.35,36.68
2025-08-13,res-1012,Development,Storage (S3/Blob),us-east-1,313.72,2.16
2025-08-13,res-1013,Data Science,Compute (EC2/VMs),us-east-1,139.0,65.95
2025-08-13,res-1014,Testing,Database (RDS/SQL),eu-west-1,176.28,59.42
2025-08-13,res-1015,Development,Networking,ap-south-1,33.26,0.0
2025-08-13,res-1016,Data Science,Networking,eu-west-1,12.91,0.0
2025-08-13,res-1017,Development,Storage (S3/Blob),eu-west-1,14.18,0.0
2025-08-13,res-1018,Development,Database (RDS/SQL),ap-south-1,159.02,17.85
2025-08-13,res-1019,Testing,Networking,ap-south-1,57.38,0.0
2025-08-13,res-1020,Production,Database (RDS/SQL),us-east-1,241.71,23.41
2025-08-13,res-1021,Testing,Database (RDS/SQL),us-east-1,197.7,46.07
2025-08-13,res-1022,Production,Database (RDS/SQL),us-west-2,285.32,54.08
2025-08-13,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,86.97,66.97
2025-08-13,res-1024,Development,Storage (S3/Blob),us-west-2,24.68,0.0
2025-08-13,res-1025,Production,Storage (S3/Blob),us-east-1,24.34,0.0
2025-08-13,res-1026,Development,Networking,ap-south-1,15.74,0.0
2025-08-13,res-1027,Testing,Networking,eu-west-1,16.31,0.0
2025-08-13,res-1028,Data Science,Compute (EC2/VMs),ap-south-1,88.84,26.51
2025-08-13,res-1029,Testing,Database (RDS/SQL),us-west-2,55.26,46.14
2025-08-13,res-1030,Production,Networking,us-west-2,11.62,0.0
2025-08-13,res-1031,Data Science,Networking,us-west-2,39.76,0.0
2025-08-13,res-1032,Development,Storage (S3/Blob),us-west-2,23.87,0.0
2025-08-13,res-1033,Development,Networking,us-west-2,58.44,0.0
2025-08-13,res-1034,Production,Database (RDS/SQL),us-west-2,171.05,13.18
2025-08-13,res-1035,Development,Networking,us-west-2,37.58,0.0
2025-08-13,res-1036,Development,Storage (S3/Blob),ap-south-1,34.44,0.0
2025-08-13,res-1037,Development,Database (RDS/SQL),ap-south-1,299.21,31.52
2025-08-13,res-1038,Testing,Networking,us-west-2,26.01,0.0
2025-08-13,res-1039,Testing,Networking,us-east-1,55.33,0.0
2025-08-13,res-1040,Development,Networking,us-east-1,19.56,0.0
2025-08-13,res-1041,Data Science,Compute (EC2/VMs),us-west-2,100.01,37.46
2025-08-13,res-1042,Testing,Compute (EC2/VMs),ap-south-1,25.34,32.78
2025-08-13,res-1043,Development,Compute (EC2/VMs),ap-south-1,54.48,59.89
2025-08-13,res-1044,Data Science,Networking,us-east-1,57.44,0.0
2025-08-13,res-1045,Production,Compute (EC2/VMs),eu-west-1,54.85,69.92
2025-08-13,res-1046,Production,Compute (EC2/VMs),us-east-1,27.2,48.05
2025-08-13,res-1047,Testing,Compute (EC2/VMs),ap-south-1,29.17,79.72
2025-08-13,res-1048,Production,Networking,ap-south-1,48.32,0.0
2025-08-13,res-1049,Data Science,Database (RDS/SQL),eu-west-1,214.49,51.19
2025-08-13,res-1050,Testing,Compute (EC2/VMs),ap-south-1,104.18,82.52
2025-08-14,res-1001,Testing,Networking,us-east-1,45.7,0.0
2025-08-14,res-1002,Testing,Database (RDS/SQL),ap-south-1,281.16,35.86
2025-08-14,res-1003,Production,Compute (EC2/VMs),eu-west-1,35.22,47.25
2025-08-14,res-1004,Development,Database (RDS/SQL),eu-west-1,81.72,39.62
2025-08-14,res-1005,Testing,Database (RDS/SQL),ap-south-1,251.51,1.58
2025-08-14,res-1006,Production,Networking,ap-south-1,34.57,0.0
2025-08-14,res-1007,Data Science,Database (RDS/SQL),us-west-2,287.63,29.18
2025-08-14,res-1008,Production,Storage (S3/Blob),ap-south-1,19.85,0.0
2025-08-14,res-1009,Data Science,Storage (S3/Blob),us-west-2,30.01,0.0
2025-08-14,res-1010,Development,Networking,ap-south-1,40.19,0.0
2025-08-14,res-1011,Production,Compute (EC2/VMs),ap-south-1,58.86,37.87
2025-08-14,res-1012,Development,Storage (S3/Blob),us-east-1,394.9,1.39
2025-08-14,res-1013,Data Science,Compute (EC2/VMs),us-east-1,68.34,7.07
2025-08-14,res-1014,Testing,Database (RDS/SQL),eu-west-1,105.44,49.02
2025-08-14,res-1015,Development,Networking,ap-south-1,20.06,0.0
2025-08-14,res-1016,Data Science,Networking,eu-west-1,14.0,0.0
2025-08-14,res-1017,Development,Storage (S3/Blob),eu-west-1,21.61,0.0
2025-08-14,res-1018,Development,Database (RDS/SQL),ap-south-1,52.49,14.24
2025-08-14,res-1019,Testing,Networking,ap-south-1,50.38,0.0
2025-08-14,res-1020,Production,Database (RDS/SQL),us-east-1,242.87,55.76
2025-08-14,res-1021,Testing,Database (RDS/SQL),us-east-1,263.63,44.16
2025-08-14,res-1022,Production,Database (RDS/SQL),us-west-2,63.08,49.14
2025-08-14,res-1023,Data Science,Compute (EC2/VMs),ap-south-1,129.92,68.93
2025-08-14,res-1024,Development,Storage (S3/Blob),us-west-2,22.8,0.0
2025-08-14,res-1025,Production,Storage (S3/Blob),us-east-1,13.15,0.0
2025-08-14,res-1026,Development,Networking,ap-south-1,52.27,0.0
