log_date,service_name,department,daily_cost,usage_hours
2025-08-04,AWS Cloud Infrastructure,Engineering,232.04,22
2025-08-05,AWS Cloud Infrastructure,Engineering,235.24,24
2025-08-06,AWS Cloud Infrastructure,Engineering,243.78,19
2025-08-07,AWS Cloud Infrastructure,Engineering,230.66,21
2025-08-08,AWS Cloud Infrastructure,Engineering,254.79,21
2025-08-09,AWS Cloud Infrastructure,Engineering,227.38,23
2025-08-10,AWS Cloud Infrastructure,Engineering,212.73,22
2025-08-11,AWS Cloud Infrastructure,Engineering,254.4,19
2025-08-12,AWS Cloud Infrastructure,Engineering,254.53,24
2025-08-13,AWS Cloud Infrastructure,Engineering,244.41,21
2025-08-14,AWS Cloud Infrastructure,Engineering,231.9,19
2025-08-15,AWS Cloud Infrastructure,Engineering,258.78,19
2025-08-16,AWS Cloud Infrastructure,Engineering,217.93,19
2025-08-17,AWS Cloud Infrastructure,Engineering,204.84,22
2025-08-18,AWS Cloud Infrastructure,Engineering,236.3,24
2025-08-19,AWS Cloud Infrastructure,Engineering,245.47,19
2025-08-20,AWS Cloud Infrastructure,Engineering,266.35,20
2025-08-21,AWS Cloud Infrastructure,Engineering,253.99,24
2025-08-22,AWS Cloud Infrastructure,Engineering,242.24,21
2025-08-23,AWS Cloud Infrastructure,Engineering,215.45,20
2025-08-24,AWS Cloud Infrastructure,Engineering,200.64,18
2025-08-25,AWS Cloud Infrastructure,Engineering,256.01,19
2025-08-26,AWS Cloud Infrastructure,Engineering,248.22,22
2025-08-27,AWS Cloud Infrastructure,Engineering,248.81,24
2025-08-28,AWS Cloud Infrastructure,Engineering,247.5,19
2025-08-29,AWS Cloud Infrastructure,Engineering,257.16,20
2025-08-30,AWS Cloud Infrastructure,Engineering,206.06,18
2025-08-31,AWS Cloud Infrastructure,Engineering,226.32,23
2025-09-01,AWS Cloud Infrastructure,Engineering,245.84,21
2025-09-02,AWS Cloud Infrastructure,Engineering,247.55,21
2025-09-03,AWS Cloud Infrastructure,Engineering,254.86,24
2025-09-04,AWS Cloud Infrastructure,Engineering,252.99,24
2025-09-05,AWS Cloud Infrastructure,Engineering,268.04,21
2025-09-06,AWS Cloud Infrastructure,Engineering,214.02,24
2025-09-07,AWS Cloud Infrastructure,Engineering,237.51,24
2025-09-08,AWS Cloud Infrastructure,Engineering,261.13,23
2025-09-09,AWS Cloud Infrastructure,Engineering,257.69,22
2025-09-10,AWS Cloud Infrastructure,Engineering,244.16,20
2025-09-11,AWS Cloud Infrastructure,Engineering,257.88,22
2025-09-12,AWS Cloud Infrastructure,Engineering,240.17,23
2025-09-13,AWS Cloud Infrastructure,Engineering,205.5,24
2025-09-14,AWS Cloud Infrastructure,Engineering,237.45,24
2025-09-15,AWS Cloud Infrastructure,Engineering,237.2,23
2025-09-16,AWS Cloud Infrastructure,Engineering,275.17,20
2025-09-17,AWS Cloud Infrastructure,Engineering,255.34,18
2025-09-18,AWS Cloud Infrastructure,Engineering,253.36,20
2025-09-19,AWS Cloud Infrastructure,Engineering,252.07,23
2025-09-20,AWS Cloud Infrastructure,Engineering,212.05,22
2025-09-21,AWS Cloud Infrastructure,Engineering,224.11,23
2025-09-22,AWS Cloud Infrastructure,Engineering,264.84,22
2025-09-23,AWS Cloud Infrastructure,Engineering,254.69,20
2025-09-24,AWS Cloud Infrastructure,Engineering,252.31,18
2025-09-25,AWS Cloud Infrastructure,Engineering,269.09,22
2025-09-26,AWS Cloud Infrastructure,Engineering,234.11,24
2025-09-27,AWS Cloud Infrastructure,Engineering,225.19,19
2025-09-28,AWS Cloud Infrastructure,Engineering,217.94,20
2025-09-29,AWS Cloud Infrastructure,Engineering,261.96,23
2025-09-30,AWS Cloud Infrastructure,Engineering,268.47,18
2025-10-01,AWS Cloud Infrastructure,Engineering,258.08,23
2025-10-02,AWS Cloud Infrastructure,Engineering,260.28,20
2025-10-03,AWS Cloud Infrastructure,Engineering,249.25,24
2025-10-04,AWS Cloud Infrastructure,Engineering,207.99,23
2025-10-05,AWS Cloud Infrastructure,Engineering,233.54,22
2025-10-06,AWS Cloud Infrastructure,Engineering,259.55,21
2025-10-07,AWS Cloud Infrastructure,Engineering,264.99,22
2025-10-08,AWS Cloud Infrastructure,Engineering,259.09,22
2025-10-09,AWS Cloud Infrastructure,Engineering,268.58,19
2025-10-10,AWS Cloud Infrastructure,Engineering,255.6,21
2025-10-11,AWS Cloud Infrastructure,Engineering,227.38,22
2025-10-12,AWS Cloud Infrastructure,Engineering,230.11,22
2025-10-13,AWS Cloud Infrastructure,Engineering,236.03,22
2025-10-14,AWS Cloud Infrastructure,Engineering,266.55,19
2025-10-15,AWS Cloud Infrastructure,Engineering,243.66,18
2025-10-16,AWS Cloud Infrastructure,Engineering,266.29,22
2025-10-17,AWS Cloud Infrastructure,Engineering,269.7,24
2025-10-18,AWS Cloud Infrastructure,Engineering,223.11,19
2025-10-19,AWS Cloud Infrastructure,Engineering,214.54,19
2025-10-20,AWS Cloud Infrastructure,Engineering,244.38,22
2025-10-21,AWS Cloud Infrastructure,Engineering,274.14,20
2025-10-22,AWS Cloud Infrastructure,Engineering,244.37,24
2025-10-23,AWS Cloud Infrastructure,Engineering,239.61,20
2025-10-24,AWS Cloud Infrastructure,Engineering,268.86,21
2025-10-25,AWS Cloud Infrastructure,Engineering,243.49,24
2025-10-26,AWS Cloud Infrastructure,Engineering,241.03,18
2025-10-27,AWS Cloud Infrastructure,Engineering,245.68,20
2025-10-28,AWS Cloud Infrastructure,Engineering,251.17,22
2025-10-29,AWS Cloud Infrastructure,Engineering,247.22,23
2025-10-30,AWS Cloud Infrastructure,Engineering,248.96,21
2025-10-31,AWS Cloud Infrastructure,Engineering,247.03,20
2025-11-01,AWS Cloud Infrastructure,Engineering,219.62,21
2025-11-02,AWS Cloud Infrastructure,Engineering,240.28,20
2025-11-03,AWS Cloud Infrastructure,Engineering,261.09,24
2025-11-04,AWS Cloud Infrastructure,Engineering,277.33,20
2025-11-05,AWS Cloud Infrastructure,Engineering,266.19,19
2025-11-06,AWS Cloud Infrastructure,Engineering,264.0,18
2025-11-07,AWS Cloud Infrastructure,Engineering,259.0,21
2025-11-08,AWS Cloud Infrastructure,Engineering,234.05,19
2025-11-09,AWS Cloud Infrastructure,Engineering,221.69,23
2025-11-10,AWS Cloud Infrastructure,Engineering,250.61,18
2025-11-11,AWS Cloud Infrastructure,Engineering,276.7,20
2025-11-12,AWS Cloud Infrastructure,Engineering,277.62,18
2025-11-13,AWS Cloud Infrastructure,Engineering,264.63,23
2025-11-14,AWS Cloud Infrastructure,Engineering,269.94,24
2025-11-15,AWS Cloud Infrastructure,Engineering,234.77,24
2025-11-16,AWS Cloud Infrastructure,Engineering,228.37,18
2025-11-17,AWS Cloud Infrastructure,Engineering,280.47,23
2025-11-18,AWS Cloud Infrastructure,Engineering,258.2,23
2025-11-19,AWS Cloud Infrastructure,Engineering,242.64,20
2025-11-20,AWS Cloud Infrastructure,Engineering,251.44,22
2025-11-21,AWS Cloud Infrastructure,Engineering,259.23,24
2025-11-22,AWS Cloud Infrastructure,Engineering,217.75,24
2025-11-23,AWS Cloud Infrastructure,Engineering,236.46,21
2025-11-24,AWS Cloud Infrastructure,Engineering,258.88,18
2025-11-25,AWS Cloud Infrastructure,Engineering,247.82,20
2025-11-26,AWS Cloud Infrastructure,Engineering,279.47,22
2025-11-27,AWS Cloud Infrastructure,Engineering,250.3,18
2025-11-28,AWS Cloud Infrastructure,Engineering,246.88,18
2025-11-29,AWS Cloud Infrastructure,Engineering,242.28,21
2025-11-30,AWS Cloud Infrastructure,Engineering,223.59,18
2025-12-01,AWS Cloud Infrastructure,Engineering,269.16,21
2025-12-02,AWS Cloud Infrastructure,Engineering,274.52,20
2025-12-03,AWS Cloud Infrastructure,Engineering,274.02,20
2025-12-04,AWS Cloud Infrastructure,Engineering,263.5,21
2025-12-05,AWS Cloud Infrastructure,Engineering,243.16,19
2025-12-06,AWS Cloud Infrastructure,Engineering,237.68,22
2025-12-07,AWS Cloud Infrastructure,Engineering,241.68,18
2025-12-08,AWS Cloud Infrastructure,Engineering,268.94,22
2025-12-09,AWS Cloud Infrastructure,Engineering,273.01,21
2025-12-10,AWS Cloud Infrastructure,Engineering,271.44,22
2025-12-11,AWS Cloud Infrastructure,Engineering,258.92,24
2025-12-12,AWS Cloud Infrastructure,Engineering,255.95,19
2025-12-13,AWS Cloud Infrastructure,Engineering,228.71,20
2025-12-14,AWS Cloud Infrastructure,Engineering,232.04,24
2025-12-15,AWS Cloud Infrastructure,Engineering,252.1,20
2025-12-16,AWS Cloud Infrastructure,Engineering,265.19,21
2025-12-17,AWS Cloud Infrastructure,Engineering,278.67,20
2025-12-18,AWS Cloud Infrastructure,Engineering,271.05,20
2025-12-19,AWS Cloud Infrastructure,Engineering,287.01,20
2025-12-20,AWS Cloud Infrastructure,Engineering,243.49,22
2025-12-21,AWS Cloud Infrastructure,Engineering,248.62,20
2025-12-22,AWS Cloud Infrastructure,Engineering,269.01,20
2025-12-23,AWS Cloud Infrastructure,Engineering,279.15,24
2025-12-24,AWS Cloud Infrastructure,Engineering,268.68,21
2025-12-25,AWS Cloud Infrastructure,Engineering,264.56,21
2025-12-26,AWS Cloud Infrastructure,Engineering,255.6,18
2025-12-27,AWS Cloud Infrastructure,Engineering,220.61,18
2025-12-28,AWS Cloud Infrastructure,Engineering,232.62,23
2025-12-29,AWS Cloud Infrastructure,Engineering,270.35,19
2025-12-30,AWS Cloud Infrastructure,Engineering,275.76,22
2025-12-31,AWS Cloud Infrastructure,Engineering,255.49,18
2026-01-01,AWS Cloud Infrastructure,Engineering,249.75,21
2026-01-02,AWS Cloud Infrastructure,Engineering,271.16,23
2026-01-03,AWS Cloud Infrastructure,Engineering,213.75,21
2026-01-04,AWS Cloud Infrastructure,Engineering,234.07,19
2026-01-05,AWS Cloud Infrastructure,Engineering,252.99,21
2026-01-06,AWS Cloud Infrastructure,Engineering,257.86,18
2026-01-07,AWS Cloud Infrastructure,Engineering,256.83,22
2026-01-08,AWS Cloud Infrastructure,Engineering,265.68,20
2026-01-09,AWS Cloud Infrastructure,Engineering,270.86,21
2026-01-10,AWS Cloud Infrastructure,Engineering,230.6,22
2026-01-11,AWS Cloud Infrastructure,Engineering,228.12,20
2026-01-12,AWS Cloud Infrastructure,Engineering,278.95,22
2026-01-13,AWS Cloud Infrastructure,Engineering,288.75,24
2026-01-14,AWS Cloud Infrastructure,Engineering,288.06,19
2026-01-15,AWS Cloud Infrastructure,Engineering,261.01,23
2026-01-16,AWS Cloud Infrastructure,Engineering,281.62,18
2026-01-17,AWS Cloud Infrastructure,Engineering,237.57,20
2026-01-18,AWS Cloud Infrastructure,Engineering,232.94,22
2026-01-19,AWS Cloud Infrastructure,Engineering,277.06,24
2026-01-20,AWS Cloud Infrastructure,Engineering,274.86,19
2026-01-21,AWS Cloud Infrastructure,Engineering,269.44,23
2026-01-22,AWS Cloud Infrastructure,Engineering,274.32,21
2026-01-23,AWS Cloud Infrastructure,Engineering,274.9,19
2026-01-24,AWS Cloud Infrastructure,Engineering,246.21,19
2026-01-25,AWS Cloud Infrastructure,Engineering,247.58,20
2026-01-26,AWS Cloud Infrastructure,Engineering,290.69,24
2026-01-27,AWS Cloud Infrastructure,Engineering,257.22,21
2026-01-28,AWS Cloud Infrastructure,Engineering,266.61,21
2026-01-29,AWS Cloud Infrastructure,Engineering,282.16,24
2026-01-30,AWS Cloud Infrastructure,Engineering,255.95,18
2026-01-31,AWS Cloud Infrastructure,Engineering,249.33,24
2026-02-01,AWS Cloud Infrastructure,Engineering,234.86,21
2026-02-02,AWS Cloud Infrastructure,Engineering,274.45,18
2026-02-03,AWS Cloud Infrastructure,Engineering,275.87,21
2026-02-04,AWS Cloud Infrastructure,Engineering,251.5,20
2026-02-05,AWS Cloud Infrastructure,Engineering,269.72,23
2026-02-06,AWS Cloud Infrastructure,Engineering,278.02,18
2026-02-07,AWS Cloud Infrastructure,Engineering,230.13,18
2026-02-08,AWS Cloud Infrastructure,Engineering,232.86,19
2026-02-09,AWS Cloud Infrastructure,Engineering,261.23,23
2026-02-10,AWS Cloud Infrastructure,Engineering,259.66,21
2026-02-11,AWS Cloud Infrastructure,Engineering,271.37,22
2026-02-12,AWS Cloud Infrastructure,Engineering,274.27,19
2026-02-13,AWS Cloud Infrastructure,Engineering,279.15,22
2026-02-14,AWS Cloud Infrastructure,Engineering,250.96,23
2026-02-15,AWS Cloud Infrastructure,Engineering,253.77,20
2026-02-16,AWS Cloud Infrastructure,Engineering,261.84,19
2026-02-17,AWS Cloud Infrastructure,Engineering,265.41,20
2026-02-18,AWS Cloud Infrastructure,Engineering,267.89,24
2026-02-19,AWS Cloud Infrastructure,Engineering,259.64,20
2026-02-20,AWS Cloud Infrastructure,Engineering,270.03,19
2026-02-21,AWS Cloud Infrastructure,Engineering,249.37,21
2026-02-22,AWS Cloud Infrastructure,Engineering,248.8,18
2026-02-23,AWS Cloud Infrastructure,Engineering,286.25,24
2026-02-24,AWS Cloud Infrastructure,Engineering,264.87,20
2026-02-25,AWS Cloud Infrastructure,Engineering,268.36,21
2026-02-26,AWS Cloud Infrastructure,Engineering,272.51,21
2026-02-27,AWS Cloud Infrastructure,Engineering,278.59,18
2026-02-28,AWS Cloud Infrastructure,Engineering,245.26,23
2026-03-01,AWS Cloud Infrastructure,Engineering,253.51,24
2026-03-02,AWS Cloud Infrastructure,Engineering,259.98,19
2026-03-03,AWS Cloud Infrastructure,Engineering,281.12,24
2026-03-04,AWS Cloud Infrastructure,Engineering,272.31,19
2026-03-05,AWS Cloud Infrastructure,Engineering,281.13,22
2026-03-06,AWS Cloud Infrastructure,Engineering,283.34,20
2026-03-07,AWS Cloud Infrastructure,Engineering,237.1,18
2026-03-08,AWS Cloud Infrastructure,Engineering,247.77,24
2026-03-09,AWS Cloud Infrastructure,Engineering,274.08,20
2026-03-10,AWS Cloud Infrastructure,Engineering,281.06,22
2026-03-11,AWS Cloud Infrastructure,Engineering,283.16,23
2026-03-12,AWS Cloud Infrastructure,Engineering,289.49,23
2026-03-13,AWS Cloud Infrastructure,Engineering,265.81,21
2026-03-14,AWS Cloud Infrastructure,Engineering,252.13,24
2026-03-15,AWS Cloud Infrastructure,Engineering,255.76,22
2026-03-16,AWS Cloud Infrastructure,Engineering,290.04,22
2026-03-17,AWS Cloud Infrastructure,Engineering,278.5,24
2026-03-18,AWS Cloud Infrastructure,Engineering,295.12,18
2026-03-19,AWS Cloud Infrastructure,Engineering,285.63,22
2026-03-20,AWS Cloud Infrastructure,Engineering,269.39,20
2026-03-21,AWS Cloud Infrastructure,Engineering,248.31,18
2026-03-22,AWS Cloud Infrastructure,Engineering,249.64,19
2026-03-23,AWS Cloud Infrastructure,Engineering,281.22,24
2026-03-24,AWS Cloud Infrastructure,Engineering,271.35,21
2026-03-25,AWS Cloud Infrastructure,Engineering,275.05,21
2026-03-26,AWS Cloud Infrastructure,Engineering,284.31,20
2026-03-27,AWS Cloud Infrastructure,Engineering,264.13,23
2026-03-28,AWS Cloud Infrastructure,Engineering,252.73,22
2026-03-29,AWS Cloud Infrastructure,Engineering,256.45,22
2026-03-30,AWS Cloud Infrastructure,Engineering,281.9,19
2026-03-31,AWS Cloud Infrastructure,Engineering,276.16,20
2026-04-01,AWS Cloud Infrastructure,Engineering,271.02,19
2026-04-02,AWS Cloud Infrastructure,Engineering,284.56,24
2026-04-03,AWS Cloud Infrastructure,Engineering,283.98,23
2026-04-04,AWS Cloud Infrastructure,Engineering,245.77,20
2026-04-05,AWS Cloud Infrastructure,Engineering,237.6,23
2026-04-06,AWS Cloud Infrastructure,Engineering,292.6,19
2026-04-07,AWS Cloud Infrastructure,Engineering,267.34,20
2026-04-08,AWS Cloud Infrastructure,Engineering,263.87,21
2026-04-09,AWS Cloud Infrastructure,Engineering,300.59,23
2026-04-10,AWS Cloud Infrastructure,Engineering,268.57,23
2026-04-11,AWS Cloud Infrastructure,Engineering,245.92,18
2026-04-12,AWS Cloud Infrastructure,Engineering,250.37,22
2026-04-13,AWS Cloud Infrastructure,Engineering,282.34,22
2026-04-14,AWS Cloud Infrastructure,Engineering,286.94,18
2026-04-15,AWS Cloud Infrastructure,Engineering,270.22,23
2026-04-16,AWS Cloud Infrastructure,Engineering,303.78,18
2026-04-17,AWS Cloud Infrastructure,Engineering,292.62,24
2026-04-18,AWS Cloud Infrastructure,Engineering,251.92,20
2026-04-19,AWS Cloud Infrastructure,Engineering,253.43,21
2026-04-20,AWS Cloud Infrastructure,Engineering,289.34,24
2026-04-21,AWS Cloud Infrastructure,Engineering,283.38,21
2026-04-22,AWS Cloud Infrastructure,Engineering,282.09,19
2026-04-23,AWS Cloud Infrastructure,Engineering,300.23,22
2026-04-24,AWS Cloud Infrastructure,Engineering,284.68,18
2026-04-25,AWS Cloud Infrastructure,Engineering,258.21,22
2026-04-26,AWS Cloud Infrastructure,Engineering,245.36,23
2026-04-27,AWS Cloud Infrastructure,Engineering,295.06,18
2026-04-28,AWS Cloud Infrastructure,Engineering,278.12,23
2026-04-29,AWS Cloud Infrastructure,Engineering,295.3,24
2026-04-30,AWS Cloud Infrastructure,Engineering,279.62,23
2026-05-01,AWS Cloud Infrastructure,Engineering,295.66,24
2026-05-02,AWS Cloud Infrastructure,Engineering,255.5,24
2026-05-03,AWS Cloud Infrastructure,Engineering,252.64,21
2026-05-04,AWS Cloud Infrastructure,Engineering,285.48,20
2026-05-05,AWS Cloud Infrastructure,Engineering,275.66,18
2026-05-06,AWS Cloud Infrastructure,Engineering,287.19,23
2026-05-07,AWS Cloud Infrastructure,Engineering,287.29,21
2026-05-08,AWS Cloud Infrastructure,Engineering,284.51,24
2026-05-09,AWS Cloud Infrastructure,Engineering,265.25,23
2026-05-10,AWS Cloud Infrastructure,Engineering,249.44,18
2026-05-11,AWS Cloud Infrastructure,Engineering,297.16,24
2026-05-12,AWS Cloud Infrastructure,Engineering,278.06,21
2026-05-13,AWS Cloud Infrastructure,Engineering,270.94,18
2026-05-14,AWS Cloud Infrastructure,Engineering,282.62,21
2026-05-15,AWS Cloud Infrastructure,Engineering,273.68,23
2026-05-16,AWS Cloud Infrastructure,Engineering,269.62,21
2026-05-17,AWS Cloud Infrastructure,Engineering,249.12,19
2026-05-18,AWS Cloud Infrastructure,Engineering,280.65,21
2026-05-19,AWS Cloud Infrastructure,Engineering,274.58,21
2026-05-20,AWS Cloud Infrastructure,Engineering,282.39,19
2026-05-21,AWS Cloud Infrastructure,Engineering,279.36,19
2026-05-22,AWS Cloud Infrastructure,Engineering,294.31,24
2026-05-23,AWS Cloud Infrastructure,Engineering,264.59,21
2026-05-24,AWS Cloud Infrastructure,Engineering,254.65,20
